City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
370,victor harbor,100,US,1670385704,90,42.9826,-77.4089,47.12,4.72
371,visakhapatnam,75,IN,1670385611,41,17.69,83.2093,80.49,5.75
372,labuhan,99,ID,1670385808,64,-6.8844,112.2051,85.86,2.53
373,komsomolskiy,75,UZ,1670385808,74,40.4272,71.7189,32.72,4.61
374,tiarei,14,PF,1670385809,79,-17.5333,-149.3333,82.42,16.8
375,altus,0,US,1670385810,87,34.6381,-99.334,47.71,0.0
376,dezhou,21,CN,1670385810,41,37.4486,116.2925,46.51,5.75
377,borba,86,BR,1670385810,91,-4.3878,-59.5939,74.17,2.44
378,launceston,6,AU,1670385811,54,-41.45,147.1667,68.34,19.57
379,ngunguru,100,NZ,1670385811,92,-35.6167,174.5,61.0,25.88
380,raahe,100,FI,1670385812,83,64.6833,24.4833,28.49,10.13
381,terre-de-bas,11,GP,1670385812,67,15.8501,-61.6442,69.31,5.88
382,kharela,0,IN,1670385812,35,25.55,79.8167,65.26,6.8
383,ukiah,21,US,1670385603,91,39.1502,-123.2078,44.37,1.01
384,saint-pierre,0,RE,1670385813,65,-21.3393,55.4781,80.28,25.32
385,kemin,99,KG,1670385813,70,42.7846,75.6892,24.42,2.82
386,hohhot,90,CN,1670385612,27,40.8106,111.6522,24.4,2.39
387,priargunsk,23,RU,1670385814,90,50.3691,119.1012,-1.05,2.37
388,strathmore,100,CA,1670385601,93,51.0501,-113.3852,-4.14,12.59
389,amuntai,59,ID,1670385814,49,-2.4177,115.2494,91.81,3.22
390,awbari,1,LY,1670385236,21,26.5921,12.7805,65.25,6.15
391,asekeyevo,11,RU,1670385815,97,53.5742,52.7972,-6.92,2.35
392,san mateo del mar,14,ML,1670385571,21,13.3034,-4.8956,76.87,8.48
393,fasa,83,IR,1670385815,74,28.9383,53.6482,52.9,2.42
394,whitehorse,100,CA,1670385261,91,60.7161,-135.0538,15.82,3.44
395,port blair,100,CD,1670385709,72,-7.0349,29.7638,70.77,4.27
396,myre,99,NO,1670385816,65,69.1036,15.9492,33.75,11.81
397,sola,48,VU,1670385816,72,-13.8833,167.55,82.94,8.63
398,kloulklubed,100,PW,1670385817,75,7.0419,134.2556,79.3,8.93
399,dalvik,89,IS,1670385817,88,65.9702,-18.5286,27.43,2.91
400,uribia,8,CO,1670385817,78,11.7139,-72.266,74.68,6.67
401,fukuma,100,JP,1670385818,52,33.7667,130.4667,55.29,14.74
402,rio hondo,100,GR,1670385818,85,38.3,21.7833,58.75,4.05
403,ola,100,RU,1670385819,80,59.5833,151.2833,-6.86,6.58
404,minab,1,IR,1670385819,52,27.1467,57.0801,73.74,2.06
405,baruun-urt,76,MN,1670385819,65,46.6806,113.2792,14.0,11.3
406,saint-augustin,66,CA,1670385820,92,51.226,-58.6502,21.09,4.7
407,yamada,74,JP,1670385820,67,39.4667,141.95,43.66,5.59
408,ures,90,MX,1670385821,43,29.4333,-110.4,67.3,3.2
409,kushima,67,JP,1670385821,44,31.4583,131.2333,57.47,4.34
410,namatanai,86,PG,1670385821,69,-3.6667,152.4333,84.2,11.5
411,tazovskiy,100,RU,1670385584,89,67.4667,78.7,11.73,16.55
412,balikpapan,20,ID,1670385189,70,-1.2675,116.8289,85.19,3.44
413,veraval,0,IN,1670385822,47,20.9,70.3667,76.12,12.5
414,panshi,11,CN,1670385822,60,42.9422,126.0561,22.78,14.45
415,presidente medici,72,BR,1670385823,87,-29.9461,-50.1113,69.03,4.25
416,tilichiki,94,RU,1670385823,79,60.4667,166.1,11.79,4.99
417,singleton,100,AU,1670385824,41,-32.5667,151.1833,79.59,11.97
418,nouadhibou,56,MR,1670385824,82,20.931,-17.0347,65.88,13.24
419,saint-georges,95,GD,1670385824,81,12.0564,-61.7485,75.6,4.27
420,inverell,8,AU,1670385825,29,-29.7833,151.1167,92.66,8.01
421,sobolevo,99,RU,1670385825,82,54.4299,31.8996,14.04,13.24
422,vardo,100,NO,1670385825,93,70.3705,31.1107,35.58,12.66
423,dustlik,100,UZ,1670385674,90,40.5247,68.0358,28.62,2.33
424,guia de isora,81,ES,1670385826,75,28.1397,-15.6329,65.97,11.25
425,yarim,2,YE,1670385242,45,14.298,44.3779,49.48,0.13
426,basti,0,IN,1670385826,40,26.8,82.7167,65.97,6.24
427,codrington,98,AU,1670385827,57,-38.2667,141.9667,60.73,18.45
428,lagos,91,NG,1670385480,91,6.5833,3.75,79.12,3.2
429,aripuana,100,BR,1670385827,98,-9.1667,-60.6333,71.71,1.5
430,greenfield,87,US,1670385828,91,42.9614,-88.0126,38.68,1.99
431,langham,9,CA,1670385828,99,52.3668,-106.9679,-32.19,4.34
432,muswellbrook,99,AU,1670385828,38,-32.2667,150.9,78.13,13.56
433,hereford,8,GB,1670385829,92,52.0568,-2.7148,36.75,3.8
434,palauig,34,PH,1670385829,71,15.435,119.9045,84.72,8.75
435,waitati,98,NZ,1670385830,66,-45.75,170.5667,48.79,15.52
436,kununurra,91,AU,1670385759,49,-15.7667,128.7333,96.78,10.36
437,vostok,100,RU,1670385830,85,46.4856,135.8833,11.28,9.26
438,shenjiamen,83,CN,1670385830,63,29.9576,122.298,55.11,10.78
439,niigata,75,JP,1670385831,87,37.9022,139.0236,46.35,19.57
440,san ignacio,14,ML,1670385730,21,13.3034,-4.8956,76.87,8.48
441,mugumu,100,TZ,1670385831,89,-1.85,34.7,59.59,3.06
442,acajutla,8,SV,1670385832,68,13.5928,-89.8275,76.51,4.23
443,chihuahua,100,MX,1670385711,63,28.5,-106.0,54.19,2.71
444,gao,61,ML,1670385643,18,16.6362,1.637,72.86,10.85
445,yoichi,100,JP,1670385832,86,43.2039,140.7703,34.52,19.46
446,totness,55,SR,1670385833,86,5.8833,-56.3167,77.94,8.39
447,yaan,100,NG,1670385833,61,7.3833,8.5667,72.57,4.88
448,tukrah,8,LY,1670385834,76,32.5341,20.5791,62.65,5.44
449,carson city,18,US,1670385537,81,33.8314,-118.282,57.81,5.01
450,polunochnoye,59,RU,1670385246,93,60.8697,60.4153,-2.34,4.14
451,markova,99,UA,1670385834,89,48.6758,24.4138,32.59,3.36
452,timmins,100,CA,1670385834,79,48.4669,-81.3331,10.22,3.44
453,palmares,19,BR,1670385782,90,-8.6833,-35.5917,71.33,1.16
454,port hedland,100,CD,1670385798,72,-7.0349,29.7638,70.77,4.27
455,port macquarie,100,CD,1670385835,72,-7.0349,29.7638,70.77,4.27
456,cayenne,0,GF,1670385538,94,4.9333,-52.3333,75.24,2.3
457,tsybli,100,UA,1670385836,73,49.9948,31.5628,28.24,16.87
458,reftinskiy,22,RU,1670385836,94,57.0901,61.6769,2.14,6.89
459,jaypur,76,IN,1670385836,38,18.85,82.5833,72.18,6.6
460,seymchan,60,RU,1670385837,99,62.8833,152.4333,-50.73,0.45
461,maniwaki,100,CA,1670385837,99,46.3834,-75.966,34.02,1.77
462,lagunas,100,PE,1670385838,91,-5.2269,-75.6753,73.31,2.64
463,ekhabi,90,RU,1670385838,81,53.5102,142.9671,4.98,14.76
464,mirnyy,100,RU,1670385838,85,62.5353,113.9611,12.24,11.01
465,novyy urengoy,0,RU,1670385839,76,45.0072,38.9819,28.11,8.95
466,lewiston,100,US,1670385543,96,44.1003,-70.2148,47.35,1.01
467,irituia,7,BR,1670385839,96,-1.7711,-47.4381,73.38,2.91
468,luwuk,36,ID,1670385840,60,-0.9516,122.7875,86.61,4.05
469,san patricio,14,ML,1670385730,21,13.3034,-4.8956,76.87,8.48
470,brae,100,GB,1670385840,67,60.3964,-1.353,37.0,24.4
471,cacu,100,BR,1670385840,75,-18.5567,-51.1308,72.0,2.26
472,slidell,19,US,1670385543,90,30.2752,-89.7812,72.0,3.0
473,narasannapeta,96,IN,1670385841,52,18.4167,84.05,75.7,5.99
474,acarau,20,BR,1670385841,79,-2.8856,-40.12,77.07,12.73
475,iquitos,100,PE,1670385842,98,-3.7481,-73.2472,71.35,2.3
476,namibe,24,AO,1670385842,83,-15.1961,12.1522,68.49,6.6
477,ballina,14,AU,1670385842,65,-28.8667,153.5667,88.79,11.63
478,manzhouli,6,CN,1670385843,88,49.6,117.4333,9.14,12.64
479,kerema,99,PG,1670385843,73,-7.9631,145.7785,83.53,6.82
480,lazaro cardenas,1,DO,1670385844,77,19.4558,-71.3261,63.01,4.54
481,barda,91,AZ,1670385844,81,40.3744,47.1267,36.68,0.51
482,kumo,96,NG,1670385844,24,10.0447,11.2122,70.45,8.55
483,bull savanna,75,LR,1670385845,94,6.1992,-10.2829,76.71,0.0
484,boddam,100,GB,1670385845,67,57.4667,-1.7833,37.78,24.58
485,zanjan,96,IR,1670385725,89,36.6736,48.4787,32.72,5.66
486,poopo,99,BO,1670385846,64,-18.3667,-66.9667,45.95,6.6
487,normandin,100,CA,1670385846,100,48.8333,-72.5321,33.89,4.47
488,nikolsk,25,RU,1670385847,93,53.7189,46.0712,6.93,5.23
489,lulea,100,SE,1670385847,93,65.5842,22.1547,24.87,3.44
490,newport,16,GB,1670385848,68,51.5877,-2.9984,37.53,7.27
491,hailar,5,CN,1670385848,84,49.2,119.7,7.18,6.26
492,bubaque,1,GW,1670385848,70,11.2833,-15.8333,81.09,10.56
493,areosa,89,PT,1670385849,85,41.7178,-8.8571,54.25,7.14
494,suntar,100,RU,1670385849,92,62.1444,117.6319,14.81,12.1
495,ambilobe,0,MG,1670385850,68,-13.2,49.05,78.53,2.28
496,aswan,0,EG,1670385850,68,24.0934,32.907,56.14,8.32
497,lao cai,97,PH,1670385850,53,11.0181,124.5597,86.36,0.85
498,vila franca do campo,94,PT,1670385555,94,42.0304,-8.1588,40.08,2.89
499,guaruja,76,BR,1670385851,91,-23.9931,-46.2564,74.41,6.11
500,sao miguel do oeste,3,IN,1670385851,49,20.5113,76.2129,72.12,7.11
501,progreso,11,MX,1670385852,75,21.2833,-89.6667,75.31,12.86
502,ouango,38,CF,1670385852,88,4.3133,22.5552,68.34,1.77
503,malanje,100,AO,1670385853,97,-9.5402,16.341,63.09,2.44
504,jumla,0,NP,1670385853,14,29.2747,82.1838,55.71,3.29
505,methoni,98,GR,1670385853,80,36.8197,21.7049,58.21,12.15
506,pacifica,20,US,1670385853,84,37.6138,-122.4869,52.11,3.44
507,wolgast,88,DE,1670385854,99,54.05,13.7667,33.82,6.31
508,sompeta,99,IN,1670385855,54,18.9333,84.6,75.11,9.82
509,sankheda,1,IN,1670385855,48,22.1667,73.5833,67.78,10.09
510,hambantota,20,LK,1670385855,100,6.1241,81.1185,79.14,8.05
511,san jose,14,ML,1670385571,21,13.3034,-4.8956,76.87,8.48
512,scarborough,83,GB,1670385819,91,54.2797,-0.4044,37.17,3.0
513,rosetta,8,EG,1670385856,66,31.4044,30.4164,61.61,3.74
514,halifax,100,CA,1670385691,96,44.6453,-63.5724,45.5,7.0
515,bara,100,NG,1670385857,23,10.3744,10.7288,71.8,9.17
516,vagur,91,FO,1670385857,66,61.4732,-6.8119,38.1,20.22
517,vao,99,NC,1670385857,87,-22.6667,167.4833,75.87,6.69
518,gora,100,PL,1670385858,97,51.6664,16.5349,37.08,10.67
